name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin,RAJ2000,DEJ2000,name_x,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_x,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID_x,mode,q_mode,class,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag_x,e_rmag,imag_x,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA_x,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_xa
J025658.37+332608.6,44.243228,33.43573,13.79,12.93,12.55,,,,,,,,,,,,,Lamost_DR2,44.243257,33.435975,GALEX J025658.3+332609,6373202781549890017,6373202781548838912,AIS,44.022329,33.403433,303.05,303.05,150.993,-22.5065,50065,1249,39,0.187249,true,1,0.1192,0,1,,,22.0905,0.3434,,,2.0105,0.3434,,,2.1,0.3521,,,2.215,0.7573,0,0,0,0,,,5.29407,1.67385,,,1505.26,1956.3,,4.797,,0.002,0.8544,0.0,0.253,,-18.12,-13.22,,,3.48872,38.9432,3.5,6.06E-4,4.52E-4,,,,212.3,264.6,,,1.27,,,0.57,,C,0,1,6373202781549889536,6373202781549890017,0,1,6373202781549889536,6373202781549890017,6373202781549890017,N,0.0,0.887075,44.2432029014583,33.4357268398487,0.001,0.001,90.0,136514749525890688,44.24320971844,0.0395,33.43572891016,0.0274,0.2637,0.0442,1.321,0.068,0.481,0.063,false,127184.0,34.1439,12.927284,49806.2,81.6954,13.60818,110160.0,117.241,12.156861,1.451319,21.58,2.42,7,4514.1,0.256,0.1483,15.7,92.228,0.908039,44.243195,33.435694,0.052,0.048,90.0,1237670959480504421,1,,6,J025658.36+332608.4,*,202351210532880,2005.9312,3,16.65,0.008,14.979,0.006,13.022,0.002,12.677,0.002,12.928,0.005,,,,,,,5.3,2.5,-0.5,2.5,0,,,,1.028096
J025719.61-012040.2,44.331735,-1.3445,16.71,16.18,15.98,,,,,,,,,,,,,Lamost_DR2,44.331438,-1.344628,GALEX J025719.5-012040,6377284128983746218,6377284128982695936,AIS,44.297164,-1.23662,222.0,222.0,177.752,-50.3141,50181,65,2,0.113313,true,1,0.0696,0,0,,,21.2525,0.261,,,1.1725,0.261,,,1.4198,0.2256,,,1.2291,0.3029,0,0,0,0,,,11.4554,2.75345,,,1839.58,1626.7,,10.593,,0.004,0.1609,0.0,0.3017,,-42.24,-44.31,,,10.593,5.11238,4.41124,8.82E-4,6.16E-4,,,,167.9,214.3,,,0.91,,,0.4,,C,0,1,6377284128983746560,6377284128983746218,0,1,6377284128983746560,6377284128983746218,6377284128983746218,N,0.0,1.165356,44.3317025775486,-1.3444825076666,0.002,0.002,0.0,5187895296101224832,44.33177658008,0.0539,-1.34450638741,0.0527,0.2686,0.0629,17.183,0.113,-5.546,0.116,false,6008.92,5.25972,16.241375,2929.01,17.5169,16.684586,4390.88,17.0413,15.655541,1.029044,,,0,5117.0,,,,,1.086763,44.331734,-1.344501,0.001,0.001,90.0,1237673701283397671,1,+,6,J025719.61-012040.2,*,35255507619856,2006.881,3,18.178,0.015,16.821,0.005,16.185,0.005,15.968,0.005,15.877,0.007,,,,,,,16.9,2.5,-7.3,2.5,0,,,,1.159053
J030828.28+054808.5,47.117872,5.802374,14.56,13.89,13.6,,,,,,,,,,,,,Lamost_DR2,47.118066,5.802402,GALEX J030828.3+054808,6377249025142295445,6377249025141243904,AIS,47.201902,5.29865,112.05,112.05,173.2345,-43.2915,50180,2465,77,0.510616,true,1,0.1989,0,0,,,18.7509,0.0654,,,-1.3291,0.0654,,,-1.2375,0.066,,,-1.3312,0.0694,0,1,0,0,,,114.723,6.90651,,,2130.03,3142.97,,4.283,,0.002,0.9836,0.0,0.1916,,0.58,-2.41,,,11.7089,17.629,3.5,9.05E-4,7.32E-4,,,,93.9,98.8,,,0.49,,,0.09,,C,0,1,6377249025142295552,6377249025142295445,0,1,6377249025142295552,6377249025142295445,6377249025142295445,N,0.0,0.703626,47.1178641284202,5.8023633758253,0.001,0.001,90.0,4250578809579008,47.11800843186,0.0276,5.80230612859,0.0219,0.6199,0.0322,33.344,0.048,-13.296,0.047,false,51289.5,14.4982,13.913294,23234.3,51.1745,14.436067,40505.7,48.1489,13.243131,1.192936,,,0,4900.0,,,3.39,5.955,0.736263,47.117918,5.802347,0.058,0.047,0.0,1237670016199622673,1,,6,J030828.30+054808.4,*,202346915565584,2005.7809,3,16.267,0.008,15.106,0.006,15.767,0.013,13.74,0.001,13.599,0.007,,,,,,,32.5,2.5,-12.2,2.5,0,,,,0.565864
J031302.27+011653.7,48.259486,1.281594,12.42,13.64,13.88,,,,,,,,,,,,,Lamost_DR2,48.258604,1.281648,GALEX J031302.0+011653,6377284138647423794,6377284138646372352,AIS,47.87517,1.072918,216.0,216.0,178.8724,-45.6498,50181,353,11,0.436495,true,1,0.106,0,1,,,20.4864,0.1255,,,0.4064,0.1255,,,0.4968,0.1167,,,0.43,0.1576,0,1,0,0,,,23.1977,2.68075,,,982.45,2446.96,,4.632,,0.002,0.9835,0.0,0.1549,,-72.86,-68.33,,,10.3217,1.21101,3.5,7.81E-4,6.6E-4,,,,176.0,165.5,,,0.58,,,0.19,,C,0,1,6377284138647424000,6377284138647423794,0,1,6377284138647424000,6377284138647423794,6377284138647423794,N,0.0,3.181555,48.2585507684212,1.2815948214282,0.001,0.001,90.0,3267038311894114048,48.25852624693,0.0336,1.28158405826,0.0284,0.7668,0.0377,-5.694,0.069,-2.5,0.065,false,5595620.0,4236.64,8.818745,1603800.0,5329.69,9.838513,5666430.0,20318.0,7.878645,1.959868,-43.76,1.14,5,3962.51,0.884,0.44,53.77,642.235,0.270842,48.258589,1.281643,0.062,0.054,0.0,1237646549574877257,1,,6,J031302.06+011653.9,*,483854139658256,1998.8755,3,15.235,0.007,10.454,0.0,9.044,0.0,8.303,0.0,8.753,0.001,,,,,,,,,,,0,,,,0.058021
J031816.09+024719.1,49.567076,2.788661,17.68,17.21,17.01,,,,,,,,,,,,,Lamost_DR2,49.567061,2.788792,GALEX J031816.0+024719,6377108237188074238,6377108237187022848,AIS,49.865031,2.564333,199.05,199.05,178.5556,-43.6672,50176,961,30,0.372793,true,1,0.1202,0,0,,,21.5454,0.2374,,,1.4654,0.2374,,,1.4699,0.215,,,1.7614,0.4391,0,0,0,0,,,8.74674,1.91219,,,2674.87,2514.51,,9.187,,0.004,0.9767,0.0,0.1263,,85.95,-78.91,,,9.18713,27.5105,3.5,6.84E-4,5.98E-4,,,,159.3,162.5,,,0.83,,,0.35,,C,0,1,6377108237188074496,6377108237188074238,0,1,6377108237188074496,6377108237188074238,6377108237188074238,N,0.0,0.475758,49.567067483483,2.788720539834,0.003,0.003,0.0,3268946583043616384,49.56714996137,0.0889,2.78864045656,0.1078,0.3809,0.1313,19.133,0.187,-18.6,0.195,false,2389.04,3.15141,17.242805,1204.79,14.6135,17.649105,1726.06,11.0927,16.669281,0.979824,,,0,,,,,,0.258311,49.567075,2.78867,0.003,0.003,90.0,1237667232514244631,1,+,6,J031816.09+024719.2,*,68988043776,2004.9536,3,18.896,0.021,17.767,0.005,17.198,0.005,16.979,0.005,16.848,0.011,,,,,,,16.9,2.5,-20.5,2.5,0,,,,0.442807
J032659.77+385649.5,51.749044,38.947102,12.93,12.23,11.23,,,,,,,,,,,,,Lamost_DR2,51.748652,38.94719,GALEX J032659.6+385649,6373026896196667119,6373026896195616768,AIS,52.094782,39.132035,597.0,487.0,153.2347,-14.6031,50060,2337,73,0.326258,true,1,0.21,0,1,,,20.4514,0.1303,,,0.3714,0.1303,,,0.8319,0.118,,,0.4244,0.1378,0,0,0,0,,,23.9583,2.87558,,,2577.53,1449.71,,13.37,,0.006,0.9771,0.0,0.4771,,-14.41,-15.37,,,14.543,6.84935,3.5,0.001397,7.31E-4,,,,339.5,469.6,,,0.8,,,0.38,,C,0,1,6373026896196667392,6373026896196667119,0,1,6373026896196667392,6373026896196667119,6373026896196667119,N,0.0,1.141962,51.7490716053149,38.9471328391689,0.001,0.001,90.0,235097511828681856,51.74907730814,0.0356,38.94712965843,0.0243,0.2448,0.0424,1.03,0.089,-0.739,0.065,false,382905.0,262.687,11.730638,126237.0,197.178,12.598424,373114.0,330.378,10.832316,1.766108,-13.08,1.53,6,4225.91,0.661,0.3117,35.79,368.05,1.192702,51.749035,38.947121,0.055,0.053,90.0,1237661120778535118,1,,6,J032659.76+385649.6,*,483854138085392,2003.086,3,16.442,0.007,13.511,0.002,13.904,0.007,11.384,0.001,12.459,0.01,,,,,,,1.3,2.7,-4.7,2.7,0,,,,1.099827
J033432.19+004541.2,53.634156,0.761459,16.39,15.69,15.4,,,,,,,,,,,,,Lamost_DR2,53.634305,0.761104,GALEX J033432.2+004539,6377108283358970011,6377108283357921280,AIS,53.618289,1.271632,121.05,121.05,184.2607,-41.9017,50176,2337,73,0.510779,true,1,0.1156,0,0,,,21.6957,0.3641,,,1.6157,0.3641,,,1.5659,0.3316,,,1.7676,0.6894,256,257,0,0,,,7.61609,2.55316,,,1896.87,699.65,,7.964,,0.003,0.9636,0.0,0.3694,,-6.28,-10.02,,,0.0,108.496,3.5,6.99E-4,4.41E-4,,,,90.9,87.5,,,1.33,,,0.52,,C,0,1,6377108283358969856,6377108283358970011,0,1,6377108283358969856,6377108283358970011,6377108283358970011,N,0.0,1.387801,53.6341866173231,0.7614549432527,0.001,0.001,90.0,3264614232352306176,53.63420971689,0.0414,0.76143475977,0.0406,0.0785,0.0513,5.365,0.083,-4.688,0.082,false,9593.97,7.49078,15.73337,4242.4,14.6803,16.28236,7709.43,30.3006,15.044364,1.237996,,,0,5049.16,,,,,1.333328,53.634175,0.761426,0.001,0.001,90.0,1237666409002762358,2,,6,J033432.20+004541.1,*,68987912192,2004.776,3,18.303,0.015,16.498,0.004,15.685,0.004,15.383,0.004,15.213,0.005,,,,,,,1.4,2.5,-5.9,2.5,0,,,,1.25039
J035252.72+035420.4,58.21967,3.90569,14.62,13.76,13.42,,,,,,,,,,,,,Lamost_DR2,58.219732,3.905646,GALEX J035252.7+035420,6377108300538840586,6377108300537790464,AIS,58.743657,3.908608,108.05,108.05,184.755,-36.3584,50176,2849,89,0.522716,true,1,0.2874,0,0,,,21.4049,0.3183,,,1.3249,0.3183,,,1.1787,0.2827,,,1.4831,0.613,0,1,0,0,,,9.95465,2.91762,,,3129.21,1922.75,,7.615,,0.003,0.8771,0.0,0.3344,,33.93,29.48,,,0.0,3.62555,3.5,6.51E-4,4.33E-4,,,,84.0,101.8,,,0.91,,,0.37,,C,0,1,6377108300538841088,6377108300538840586,0,1,6377108300538841088,6377108300538840586,6377108300538840586,N,0.0,0.273165,58.2199878745067,3.9056572319607,0.001,0.001,90.0,3272273533431674624,58.2200111453,0.0304,3.90563852926,0.0141,0.6489,0.0361,5.392,0.048,-4.344,0.037,false,57955.1,12.0382,13.780636,23251.3,33.6928,14.435269,50190.9,55.5203,13.010357,1.424913,,,0,4591.51,,,4.1,6.74,0.919898,58.219671,3.905689,0.401,0.4,0.0,1237670015130730657,1,,3,J035252.72+035420.4,,72611748167159824,2005.781,3,18.013,0.037,16.435,0.015,13.97,0.003,13.526,0.002,14.808,0.017,,,,0.86528,0.08311,0.16248,-20.4,2.5,4.0,2.5,0,,,,0.26893
J041430.25+242453.0,63.626077,24.414739,13.76,12.76,12.29,,,,,,,,,,,,,Lamost_DR2,63.625964,24.414792,GALEX J041430.2+242453,6376861940141001028,6376861940139950080,AIS,63.171962,24.27034,217.05,217.05,171.1384,-18.9103,50169,769,24,0.438138,true,1,0.5544,0,1,,,21.3057,0.2544,,,1.2257,0.2544,,,1.2013,0.207,,,1.3369,0.3955,0,17,0,0,,,10.907,2.55534,,,921.93,2263.17,,6.793,,0.003,0.98,0.0,0.1179,,40.34,37.24,,,9.45821,37.6924,3.5,7.01E-4,6.18E-4,,,,159.4,152.2,,,0.75,,,0.36,,C,0,1,6376861940141000704,6376861940141001028,0,1,6376861940141000704,6376861940141001028,6376861940141001028,N,0.0,0.416674,63.6260676626871,24.4147316923462,0.001,0.001,90.0,149957756644690176,63.62606889574,0.0409,24.41471447749,0.0209,0.4991,0.0444,0.261,0.082,-3.998,0.061,true,153176.0,36.175,12.725386,54730.4,51.8016,13.505817,142535.0,75.5809,11.877113,1.628704,-10.55,1.07,11,4288.33,0.83,0.402,10.61,34.302,0.403249,63.626075,24.414733,0.05,0.048,0.0,1237660758923476997,1,,6,J041430.25+242453.0,*,483856252014608,2002.9986,3,16.647,0.007,15.934,0.013,12.843,0.002,14.404,0.011,12.892,0.006,,,,,,,3.0,2.4,-1.1,2.4,0,,,,0.419312
J042106.02+322508.5,65.275105,32.419033,15.37,14.5,14.15,,,,,,,,,,,,,Lamost_DR2,65.275201,32.419298,GALEX J042106.0+322509,6377600837724668495,6377600837723619328,AIS,65.660729,32.788966,221.0,221.0,166.1503,-12.3432,50190,1537,48,0.492068,true,1,0.2985,0,0,,,20.9656,0.2197,,,0.8856,0.2197,,,1.0528,0.2003,,,0.86,0.2952,0,1,0,0,,,14.9194,3.01888,,,2739.53,1034.25,,7.799,,0.003,0.9813,0.0,0.3089,,-74.56,-72.5,,,9.99804,,3.5,8.37E-4,5.78E-4,,,,164.7,156.3,,,0.79,,,0.38,,C,0,1,6377600837724668928,6377600837724668495,0,1,6377600837724668928,6377600837724668495,6377600837724668495,N,0.0,0.999635,65.2753411602964,32.4194144151736,0.003,0.002,90.0,172565085807722496,65.27535573984,0.0914,32.4194185149,0.0628,0.2293,0.1013,2.858,0.203,0.952,0.149,false,4955.53,8.19839,16.450642,,,,,,,,,,0,,,,,,0.597547,65.275341,32.419413,0.001,0.001,90.0,1237660554378150271,1,+,3,J042106.08+322509.8,,35221148143632,2002.9303,3,18.126,0.013,17.067,0.005,16.35,0.004,15.848,0.004,15.729,0.007,,,,0.09643,0.04144,0.04751,,,,,0,,,,0.592518
J042805.87-033853.6,67.024498,-3.648224,12.47,13.56,11.43,,,,,,,,,,,,,Lamost_DR2,67.024371,-3.648243,GALEX J042805.8-033853,6377530474349202601,6377530474348150784,AIS,66.922195,-3.88197,204.0,204.0,198.3956,-33.2987,50188,1697,53,0.254997,true,1,0.0377,0,0,,,20.0715,0.1225,,,-0.0085,0.1225,,,0.014,0.1064,,,0.0571,0.1565,0,0,0,0,,,33.9933,3.8353,,,1676.34,2478.48,,5.166,,0.002,0.9826,0.0,0.2548,,-72.09,-76.66,,,10.9197,1.67283,3.5,8.8E-4,6.56E-4,,,,144.6,176.4,,,0.57,,,0.19,,C,0,1,6377530474349202432,6377530474349202601,0,1,6377530474349202432,6377530474349202601,6377530474349202601,N,0.0,0.459865,67.0244974366002,-3.6482281681483,0.001,0.001,90.0,3204646352778131456,67.02450493401,0.0308,-3.64822002454,0.0237,0.5659,0.0363,1.738,0.062,1.891,0.043,false,369152.0,106.627,11.770352,158558.0,234.424,12.350916,295870.0,292.417,11.084169,1.266747,25.17,0.62,9,4727.41,0.0433,0.0263,10.95,53.943,0.457377,67.024493,-3.648215,0.052,0.048,90.0,1237649964073287831,1,,6,J042805.87-033853.5,*,483854106103828,1999.7851,3,15.377,0.006,15.33,0.017,14.154,0.009,14.633,0.011,13.364,0.015,,,,,,,0.7,2.8,2.0,2.8,0,,,,0.450564
J044150.77+093433.0,70.461572,9.575855,13.43,12.56,12.03,,,,,,,,,,,,,Lamost_DR2,70.461563,9.576065,GALEX J044150.7+093433,6376897193232566332,6376897193231515648,AIS,70.925365,9.518955,205.0,205.0,187.891,-23.2254,50170,2817,88,0.460929,true,1,0.2447,0,0,,,21.6987,0.3531,,,1.6187,0.3531,,,1.7392,0.4053,,,1.9105,0.9112,0,0,0,0,,,7.5946,2.46917,,,3015.02,2058.84,,3.068,,0.001,0.9534,0.0,0.1606,,40.33,38.96,,,6.89211,,3.5,5.25E-4,4.41E-4,,,,138.1,181.1,,,0.93,,,0.46,,C,0,1,6376897193232566272,6376897193232566332,0,1,6376897193232566272,6376897193232566332,6376897193232566332,N,0.0,0.757022,70.4615759140848,9.575861739562,0.001,0.001,90.0,3293068695630257536,70.46158032525,0.0272,9.57586277346,0.0173,0.1943,0.0321,1.01,0.058,0.24,0.033,true,207900.0,35.5824,12.393727,74890.2,79.7092,13.165326,192226.0,181.336,11.552389,1.612937,,,0,4237.99,0.8133,0.365,32.94,315.405,0.733172,70.461589,9.57586,0.047,0.046,0.0,1237673472566558781,1,,6,J044150.78+093433.0,*,483854104530960,2006.8349,3,16.756,0.01,16.009,0.016,15.298,0.013,15.454,0.015,11.855,0.003,,,,,,,4.6,2.5,3.4,2.5,0,,,,0.744029
J044514.52+211000.1,71.310512,21.166702,15.14,14.23,13.86,,,,,,,,,,,,,Lamost_DR2,71.310169,21.166513,GALEX J044514.4+210959,6376826778317489561,6376826778316439552,AIS,71.374965,21.322051,444.0,444.0,178.5465,-15.6408,50168,1441,45,0.166852,true,1,0.4236,0,0,,,22.0673,0.3376,,,1.9873,0.3376,,,2.302,0.3888,,,2.2937,0.7462,0,0,0,0,,,5.40837,1.68131,,,2080.88,1536.88,,8.415,,0.004,0.9691,0.0,0.4264,,-58.92,-56.73,,,8.41458,3.85646,3.5,7.74E-4,4.44E-4,,,,290.3,377.6,,,1.81,,,0.81,,C,0,1,6376826778317489152,6376826778317489561,0,1,6376826778317489152,6376826778317489561,6376826778317489561,N,0.0,1.337597,71.310507284784,21.1667099006658,0.001,0.001,90.0,3412674566932390400,71.31051590485,0.032,21.16670802048,0.0187,0.4326,0.0364,1.867,0.071,-0.437,0.033,false,38079.8,7.22113,14.236629,14648.6,25.6469,14.936894,33891.6,52.985,13.43669,1.500204,,,0,4382.5,,,5.71,10.847,1.338727,71.310507,21.166704,0.001,0.001,90.0,1237673326546714789,2,,6,J044514.52+211000.1,*,35259802587152,2006.8104,3,17.635,0.011,15.298,0.003,14.224,0.003,13.806,0.004,13.519,0.004,,,,,,,2.4,4.1,8.2,4.1,0,,,,1.326363
J045018.94+223329.8,72.578953,22.558293,15.33,14.24,13.77,,,,,,,,,,,,,Lamost_DR2,72.578082,22.55773,GALEX J045018.7+223327,6376826766506328979,6376826766505279488,AIS,72.619462,22.820072,224.0,224.0,178.1573,-13.858,50168,1089,34,0.265105,true,1,0.5336,0,0,,,21.839,0.4659,,,1.759,0.4659,,,1.8456,0.3986,,,1.7318,0.6748,0,0,0,0,,,6.67414,2.86342,,,2042.77,1299.64,,9.647,,0.004,0.9668,0.0,0.351,,-80.8,-81.13,,,9.64725,46.4174,3.5,8.33E-4,5.41E-4,,,,148.3,191.8,,,1.9,,,0.86,,C,0,1,6376826766506329088,6376826766506328979,0,1,6376826766506329088,6376826766506328979,6376826766506328979,N,0.0,3.534902,72.5789498741187,22.558285072425,0.001,0.0,90.0,3413253910776726784,72.57895681052,0.0273,22.55828302934,0.0159,0.222,0.0318,1.488,0.051,-0.475,0.028,false,38372.7,8.41632,14.228309,13347.0,26.581,15.037931,36726.8,36.1674,13.349463,1.688468,,,0,4182.55,1.013,0.4735,,,3.509708,72.578975,22.558289,0.0,0.0,0.0,1237673412972118211,1,+,6,J045018.95+223329.8,*,202381275303952,2006.824,3,18.071,0.013,15.525,0.004,14.238,0.004,14.12,0.002,13.377,0.004,,,,,,,7.9,2.5,5.4,2.5,0,,,,3.585712
J045145.73+125518.9,72.940567,12.921938,12.6,11.72,11.24,,,,,,,,,,,,,Lamost_DR2,72.940627,12.921841,GALEX J045145.7+125518,6376897152430377243,6376897152429326336,AIS,73.098854,12.743743,96.0,206.0,186.4592,-19.3107,50170,1601,50,0.235626,true,1,0.3755,0,1,,,19.8165,0.1143,,,-0.2635,0.1143,,,-0.2228,0.0999,,,-0.2841,0.1387,0,0,0,0,,,42.9947,4.52504,,,2315.42,2353.83,,4.104,,0.002,0.9833,0.0,0.1108,,41.73,43.64,,,10.5833,5.70832,3.5,7.81E-4,6.94E-4,,,,138.1,88.5,,,0.61,,,0.19,,C,0,1,6376897152430376960,6376897152430377243,0,1,6376897152430376960,6376897152430377243,6376897152430377243,N,0.0,0.407373,72.9405980878379,12.9218993473789,0.001,0.001,90.0,3296197252888973056,72.94059764026,0.0369,12.92188860659,0.0238,0.7775,0.0424,-0.101,0.068,-2.495,0.043,false,460149.0,323.486,11.53112,176921.0,187.744,12.231942,403985.0,247.612,10.746007,1.485935,42.9,0.4,11,4581.3,0.531,0.2597,9.71,37.41,0.233266,72.940583,12.921898,0.084,0.079,0.0,1237673474178875495,1,,6,J045145.73+125518.8,*,483856252014608,2006.835,3,15.943,0.011,12.787,0.001,11.594,0.0,11.199,0.001,11.633,0.002,,,,,,,-3.2,2.5,3.0,2.5,0,,,,0.257864
J045705.39+231712.1,74.272485,23.286696,14.7,13.43,12.89,,,,,,,,,,,,,Lamost_DR2,74.272577,23.286525,GALEX J045705.4+231711,6376826825562130297,6376826825561079808,AIS,74.58328,23.288056,184.0,184.0,178.5328,-12.1748,50168,2849,89,0.285395,true,1,0.5793,0,0,,,22.2738,0.4339,,,2.1938,0.4339,,,2.5629,0.7807,,,3.3793,3.2146,0,0,0,0,,,4.47181,1.78684,,,2581.07,1916.61,,5.184,,0.002,0.9497,0.0,0.257,,-14.99,-15.02,,,5.18449,3.37576,3.5,4.21E-4,3.13E-4,,,,125.0,149.9,,,1.29,,,0.57,,C,0,1,6376826825562130432,6376826825562130297,0,1,6376826825562130432,6376826825562130297,6376826825562130297,N,0.0,0.687397,74.2724826252182,23.286695387324,0.001,0.001,90.0,3413355095910282496,74.27249183816,0.0317,23.28669161348,0.0177,0.3131,0.0338,1.965,0.067,-0.877,0.034,false,80246.2,11.6117,13.427304,25413.2,31.1381,14.338741,81218.2,52.3673,12.487786,1.850955,,,0,4138.83,1.2132,0.587,13.69,49.521,0.688217,74.27248,23.286682,0.058,0.056,0.0,1237673412435968283,1,,6,J045705.39+231712.0,*,202381308858384,2006.824,3,17.544,0.011,15.133,0.004,13.689,0.003,13.221,0.004,12.634,0.005,,,,,,,-11.0,2.5,3.7,2.5,0,,,,0.648765
J054231.60+462535.7,85.631708,46.426586,15.2525,14.2128,13.7733,,,,,,,,,,,,,Lamost_DR2,85.632592,46.426914,GALEX J054231.8+462536,6373273139556649977,6373273139555598336,AIS,85.491163,46.283546,204.0,204.0,164.6725,8.5506,50067,929,29,0.173444,true,1,0.3982,0,0,,,22.4033,0.4419,,,2.3233,0.4419,,,2.4635,0.5721,,,2.5885,1.2373,0,0,0,0,,,3.96899,1.61499,,,1708.2,2262.51,,4.67,,0.002,0.8225,0.0,0.562,,14.97,15.21,,,5.91889,2.27064,3.56086,6.25E-4,2.74E-4,,,,145.1,201.9,,,1.78,,,0.74,,C,0,1,6373273139556649984,6373273139556649977,0,1,6373273139556649984,6373273139556649977,6373273139556649977,N,0.0,2.491514,85.6316930799959,46.4265722877214,0.001,0.001,90.0,209635262071702784,85.63169758802,0.0275,46.42656569982,0.0241,0.1847,0.0317,0.722,0.052,-1.53,0.042,false,39098.4,13.1723,14.207968,13855.8,29.9348,14.997311,36602.1,62.2613,13.353154,1.644157,,,0,4367.09,0.7327,0.3087,,,2.547321,85.63169,46.426574,0.056,0.048,90.0,1237653743094858286,1,,6,J054231.60+462535.6,*,202381308858384,2000.937,2,17.733,0.019,15.675,0.004,14.332,0.004,14.111,0.004,13.772,0.004,,,,,,,1.4,2.7,0.8,2.7,0,,,,2.552668
J055708.43+335135.8,89.285134,33.859957,11.5263,10.6107,9.7209,,,,,,,,,,,,,Lamost_DR2,89.286205,33.860364,GALEX J055708.6+335137,6373237993839264448,6373237993838215168,AIS,89.576474,34.161057,199.0,199.0,177.0124,4.6241,50066,2081,65,0.385111,true,1,1.2436,0,0,,,18.7255,0.0596,,,-1.3545,0.0596,,,-1.1644,0.057,,,-1.3067,0.0623,0,0,0,2,,,117.435,6.44366,,,2452.68,1133.23,,4.55,,0.002,0.9832,0.0,0.265,,-81.39,-82.73,,,14.522,36.7868,3.5,0.001177,8.65E-4,,,,129.4,149.3,,,0.55,,,0.14,,C,0,1,6373237993839264768,6373237993839264448,0,1,6373237993839264768,6373237993839264448,6373237993839264448,N,0.0,3.521462,89.2860327585463,33.8600884610278,0.001,0.001,90.0,3451748152169090816,89.28605305384,0.0392,33.86004321025,0.0354,1.1996,0.0366,3.914,0.074,-10.51,0.062,false,1927700.0,802.355,9.975765,760037.0,1372.28,10.649301,1638850.0,4123.07,9.225575,1.423726,-56.31,0.25,8,4577.0,0.374,0.18,12.91,65.939,1.117619,89.286059,33.860064,0.056,0.054,90.0,1237673706642473024,1,,6,J055708.65+335136.2,*,554222883311632,2006.8811,3,15.155,0.009,14.869,0.01,9.99,0.0,13.195,0.006,10.061,0.001,,,,,,,,,,,0,,,,1.164073
J061251.54+354533.9,93.214779,35.759444,14.85,13.96,13.53,,,,,,,,,,,,,Lamost_DR2,93.214306,35.758437,GALEX J061251.4+354530,6373237978806881479,6373237978805829632,AIS,93.169287,35.635897,183.5,279.5,176.893,8.3639,50066,1633,51,0.127877,true,1,0.3392,0,0,,,22.0304,0.4091,,,1.9504,0.4091,,,2.0038,0.359,,,2.0274,0.7033,0,2,0,0,,,5.59545,2.108,,,1820.98,2226.86,,8.91,,0.004,0.9564,0.0,0.4712,,-30.38,-31.17,,,8.90967,2.31385,3.5,8.53E-4,4.51E-4,,,,184.3,180.5,,,1.66,,,0.71,,C,0,1,6373237978806881280,6373237978806881479,0,1,6373237978806881280,6373237978806881479,6373237978806881479,N,0.0,3.880029,93.2148066147109,35.7594226268034,0.001,0.001,90.0,3452950880450768640,93.21481158577,0.0298,35.75941575878,0.0323,0.3447,0.04,0.937,0.06,-1.595,0.048,false,48738.8,15.4441,13.968678,18986.3,54.3024,14.655287,43321.6,69.4204,13.170157,1.485129,,,0,4451.75,,,7.74,21.218,3.837829,93.214756,35.759441,0.057,0.054,90.0,1237673431762272447,1,,6,J061251.54+354533.9,*,202312590430224,2006.8267,3,17.244,0.01,15.25,0.005,15.289,0.012,13.711,0.002,13.464,0.005,,,,,,,-2.9,2.4,0.8,2.4,0,,,,3.846925
